SEDE,FACULTAD,PROGRAMA O DEPENDENCIA,NOMBRE DE LA ACTIVIDAD,RESPONSABLE(S),COMUNIDAD BENEFICIADA,VOLUNTARIADO,DESDE ASIGNATURA,NOMBRE DE LA ASIGNATURA (Aplica para actividades desde asignatura),NACIONAL,INTERNACIONAL,ESTUDIANTES,DOCENTES,BENEFICIARIOS,AÑO DE RELACIÓN
TUNJA,"FCSA
FCHE",MEDICINA,AYUDA ECONÓMICA A INDIVIDUO CON PARKINSON,EUGENIA SOFÍA VÁSQUEZ ESCOBAR,ES INDIVIDUAL LA ACCIÓN,No,Si,ÉTICA GENERAL,Si,0,1,1,2,202110
TUNJA,FCHE,PANI,AYUDA A FAMILIA DE BAJOS RECURSOS,LAURA CAMILA CHAPARRO FLECHAS,ZULY YERALDINE RODRIGUEZ CUESTA Y FAMILLIA,No,Si,ÉTICA GENERAL,Si,0,1,1,5,202110
TUNJA,FCHE,PDCP,"SEMBRANDO VIDA EN LA COMUNIDAD DEL BARRIO LAS AMÉRICAS, DUITAMA, BOYACÁ.",KAREN DANIELA FLÓREZ MEJÍA.,BARRIO LAS AMÉRICAS.,No,Si,ÉTICA GENERAL,Si,0,1,1,7,202110
TUNJA,"FCIN 
FCHE",INGENIERÍA AMBIENTAL,"DISMINUCIÓN DE LA ""BASURA"" PARA RECICLAR",ERIKA DAYANA FIGUEREDO TOLOSA,FAMILIAR,No,Si,ÉTICA GENERAL,Si,0,1,1,4,202110
TUNJA,"FCSA
FCHE",PENF,PEQUEÑOS GESTOS GENERAN GRANDES CAMBIOS,ANGIE TATIANA CARDENAL,TUNJA,No,Si,ÉTICA GENERAL,Si,0,1,1,10,202110
TUNJA,FCHE,INGENIERÍA AMBIENTAL,"BIENESTAR PARA LOS CANINOS EN CONDICIÓN DE CALLE DEL BARRIO LOS HÉROES EN TUNJA, BOYACÁ",PAOLA ANDREA RODRIGUEZ TIBOCHA,ABANDONO DE CANINOS,No,Si,ÉTICA GENERAL,Si,0,1,1,3,202110
TUNJA,"FCSA
FCHE",INGENIERÍA INDUSTRIAL,ACOMPAÑAMIENTO  A ADULTO CON ENFERMEDAD DEGENERATIVA (POLIOMELITIS),DAVID ROLANDO RODRIGUEZ MONROY,HOMBRE CON ENFERMEDAD DEGENERATIVA POLIOMELITIS,No,Si,ÉTICA GENERAL,Si,0,1,1,2,202110
TUNJA,FCHE,PSICOLOGÍA,"ENTREGA DE IMPLEMENTOS DE NECESIDADES BÁSICAS A ADULTOS DE LA TERCERA EDAD, ANCIANATO MI CASA HERMANITAS DE LOS POBRES",ANGIE NATHALIA CASTILLO BENAVIDES,"ADULTOS DE LA TERCERA EDAD, MI CASA HERMANITAS DE LOS POBRES",Si, , ,Si,0,1,7,50,202110
TUNJA,"FCIN 
FCHE",INGENIERÍA INDUSTRIAL,"DONACIÓN DE ALIMENTOS PARA LOS CANINOS DEL HOGAR DE PASO PATITAS DE AMOR DEL MUNICIPIO DE SABOYÁ, BOYACÁ.",KAROL JULIANA OLAYA RODRÍGUEZ,PATITAS DE AMOR,No,Si,ÉTICA GENERAL,Si,0,1,1,12,202110
TUNJA,FCSA,MEDICINA,"CHARLAS DE CONCIENTIZACIÓN EN SALUD A ADULTOS DE LA TERCERA EDAD, DEL ANCIANATO DE TUNJA, BOYACÁ.",PAULA ALEJANDRA MARTÍNEZ CELIS,PERSONAS DE LA TERCERA EDAD,No,Si,ÉTICA GENERAL,Si,0,1,1,7,202110
TUNJA,FCHE,MEDICINA,"FORTALECER EL ACOMPAÑAMIENTO Y MOTIVACIÓN EN CADA ENTRENAMIENTO A NIVEL INDIVIDUAL Y GRUPAL EN NIÑOS, NIÑAS Y ADOLESCENTES PARA AUMENTAR EL NIVEL DE HABILIDADES Y RENDIMIENTO EN EL EQUIPO DE ESCUELA DEPORTIVA JAURÍA FC, YOPAL",HEYMI JODIETH ESQUIVEL FORERO,JAURÍA FC,No,Si,ÉTICA GENERAL,Si,0,1,1,10,202110
TUNJA,FCSA,PENF,"ENTREGA DE AYUDA A COMUNIDAD DEZPLAZADA DEL BARRIO JERÓNIMO , CÚCUTA NORTE DE SANTANDER",LAURA MELISA HUERTAS MANOSALVA,COMUNIDAD BARRIO DEL RODEO,No,Si,ÉTICA GENERAL,Si,0,1,1,100,202110
TUNJA,FCSA,PENF,UN ÁRBOL MEJORA TU VIDA Y LA NATURALEZA,ADRIANA LIZETH MATAMOROS RODRIGUEZ,AL SEMBRAR UN ÁRBOL APORTA UN BIENESTAR PARA LA NATURALEZA Y A LA SOCIEDAD PROPORCIONA CO2,No,Si,ÉTICA GENERAL,Si,0,100,1,100,202110
TUNJA,FCSA,MEDICINA,"SOLEDAD, SALUD Y ACCIONES",DAVID SANTIAGO SÁNCHEZ DÍAZ,ENTORNO FAMILIAR.,No,Si,ÉTICA GENERAL,Si,0,1,1,2,202110
TUNJA,FCHE,PANI,"HOY POR TI, MAÑANA POR MÍ",JEAN CARLOS FARFAN APONTE,FAMILIA,No,Si,ÉTICA GENERAL,Si,0,1,1,3,202110
SOGAMOSO,FCHE,PIAM,CONTRIBUCIÓN HUMANITARIA EN TIEMPOS DE PANDEMIA A LOS ADULTOS DE LA TERCERA EDAD,NATALIA PATRICIA SANCHEZ URRUTIA,HERMANAS DE LOS ANCIANOS DESAMPARADOS,No,Si,ÉTICA GENERAL,Si,0,1,1,120,202110
"TUNJA, YOPAL",FCSA,PFIT,HACER UN MUNDO MEJOR Y AYUDAR A LAS PERSONAS QUE LO NECESITAN,ZURY ZARETH AGUDELO MONROY,DE LA TERCERA EDAD,No,Si,ÉTICA GENERAL,Si,0,3,1,2,202110
TUNJA,"FCSA
FCHE",PENF,"VISITA ADULTO TERCERA EDAD DUITAMA, BOYACÁ",MARIA CRISTINA TRUJILLO PINTO,FLOR ANGELA OCHOA,No,Si,ÉTICA GENERAL,Si,0,1,1,2,202110
TUNJA,FCJS,PDCP,INCULCAR A LOS NIÑOS A CUIDAR Y AMAR LA NATURALEZA,CAMILO ANDRES MENDOZA LAGOS,NIÑOS,Si, , ,Si,0,1,1,15,202110
TUNJA,FCSA,PENF,"ALIMENTACIÓN, ESTERILIZACIÓN Y ADOPCIÓN DE PERRITOS DE LA CALLE, EN CERINZA BOYACÁ",DALIA MARGARITA DALLOS CUCAITA,PERRITOS DE LA CALLE,No,Si,ÉTICA GENERAL,Si,0,1,1,10,202110
TUNJA,FCSA,PENF,DONACIÓN DE MERCADO,KAROLL VANNESA VASQUEZ PATIÑO,FAMILIA,No,Si,ÉTICA GENERAL,Si,0,1,1,3,202110
TUNJA,FCSA,PBLC," INFECCIONES DE TRANSMISIÓN SESiUAL: HEPATITIS VIRALES, SÍFILIS, GONORREA Y VPH",MARITZA ANACONA CARO,MODALIDAD PRIMERA INFANCIA,No,Si,PRÁCTICA DE PROYECCIÓN SOCIAL,Si,0,3,1,10,202110
TUNJA,FCSA,PENF,NO TENDREMOS UNA SOCIEDAD SI DESTRUIMOS EL MEDIO AMBIENTE,ANDRÉS FELIPE CUELLAR MORALES,COMUNIDAD TUNJANA,No,Si,ÉTICA GENERAL,Si,0,1,1,"172,548",202110
TUNJA,FCHE,PDCP,UN PASEO EN BICI PUEDE AYUDARTE A MANTENER TÚ EQUILIBRIO,FLEIDER EDUARDO BARON LANCHEROS,FAMILIAS,No,Si,ÉTICA GENERAL,Si,0,1,1,15,202110
TUNJA,FCSA,PBLC,"PRESENTACIÓN DEL PROYECTO, PRESENTACIÓN DE LOS ESTUDIANTES, APLICACIÓN Y SOCIALIZACIÓN DE PRETEST, CONSENTIMIENTO Y ASENTAMIENTO.",LAURA JULIETH LIZARAZO ALARCON,INSTITUCIÓN EDUCATIVA JOSE SANTOS GUTIERREZ,No,Si,PRÁCTICA DE PROYECCIÓN SOCIAL,Si,0,3,1,12,202110
TUNJA,FCSA,PBLC,CONOZCAMOS NUESTRO CUERPO Y NUESTROS DERECHOS SESiUALES Y REPRODUCTIVOS,ASTRID JULIETH GONZÁLEZ ACUÑA,"ESTUDIANTES 10 GRADO, INSTITUCIÓN EDUCATIVA JOSÉ SANTOS
GUTIÉRREZ",No,Si,PRÁCTICA DE PROYECCIÓN SOCIAL,Si,0,3,1,10,202110
TUNJA,FCHE,PDCP,REFORESTACIÓN NATIVA RÁQUIRA,MARTHA LILIANA PINILLA SIERRA,RÁQUIRA,No,Si,ÉTICA GENERAL,Si,0,1,1,200,202110
TUNJA,FCHE,PANI,COMPARTIENDO CON LAS PERSONAS DE LA TERCERA EDAD,LINA FERNANDA CHAVARRIA MELO,MUJER DE ESCASOS RECURSOS,No,Si,ÉTICA GENERAL,Si,0,1,1,2,202110
TUNJA,FCSA,PBLC,"INTERVENCIÓN SOBRE LA IMPORTANCIA DE LA COMUNICACIÓN FAMILIAR SOBRE LA SESiUALIDAD Y MÉTODOS DE PREVENCIÓN DE LAS INFECCIONES DE TRANSMISIÓN SESiUAL, EN LA INSTITUCION EDUCATIVA JOSE SANTOS GUTIERREZ DE EL COCUY, BOYACA",LAURA SiIMENA ACOSTA RUIZ,INSTITUCION EDUCATIVA JOSE SANTOS GUTIERREZ- ESTUDIANTES GRADO 10,No,Si,PRÁCTICA DE PROYECCIÓN SOCIAL,Si,0,3,1,14,202110
TUNJA,FCSA,MEDICINA,EDUCACIÓN A LA POBLACIÓN ADULTA SOBRE EL USO ADECUADO DE ANTIBIÓTICOS  DEL BARRIO COEDUCADORES,HEIDY ANDREA ANACONA ANACONA,COMUNIDAD DE COEDUCADORES,No,Si,EPIDEMIOLOGÍA,Si,0,6,1,6,202110
TUNJA,FCSA,PBLC,APRENDIENDO SOBRE LAS ENFERMEDADES DE TRANSMISIÓN SESiUAL,MARÍA CAMILA SANDOVAL IZAQUITA,INSTITUCION EDUCATIVA LIBERTADOR SIMON BOLIVAR- JULIUS SIBER,No,Si,PRÁCTICA DE PROYECCIÓN SOCIAL,Si,0,2,1,21,202110
TUNJA,FCSA,PBLC,INTEGRACIÓN SOBRE LOS ASPECTOS GENERALES DE VIH/SIDA.,BRENDA NATALIA USECHE AGUDELO,INSTITUCIÓN EDUCATIVA SILVINO RODRÍGUEZ SEDE “JAIME ROOK” MODALIDAD PRIMERA INFANCIA,No,Si,PRÁCTICA DE PROYECCIÓN SOCIAL,Si,0,3,1,11,202110
TUNJA,FCSA,PBLC,"ASPECTOS GENERALES ACERCA DEL VIH/SIDA, ETIOLOGÍA, MECANISMOS DE TRANSMISIÓN, MANIFESTACIONES CLÍNICAS, AGENTES OPORTUNISTAS CAUSALES DE ESTA ENFERMEDAD (SIDA)",LAURA JULIETH LIZARAZO ALARCON,INSTITUCIÓN EDUCATIVA JOSE SANTOS GUTIERREZ,No,Si,PRÁCTICA DE PROYECCIÓN SOCIAL,Si,0,3,1,14,202110
TUNJA,FCSA,MEDICINA,AUTOMEDICACIÓN EN EL NÚCLEO FAMILIAR,"MARIA JOSE PAZ SERNA, CARLOS CARDENAS, GABRIELA ULLOA, DANIELA RODRIGUEZ SAAVEDRA, LIZETH CALDERON, ANDRES ROMERO, JUAN CAMILO SANTAMARIA, KAROL VALERO",ENTORNO FAMILIAR,No,Si,EPIDEMIOLOGÍA,Si,0,8,1,81,202110
TUNJA,FCSA,MEDICINA,LO QUE NO SABÍAS DEL CONSUMO DE ANTIBIÓTICOS. CHARLA A FAMILIARES DE ESTUDIANTES DE MEDICINA DE LA UNIVERSIDAD DE BOYACÁ ,KAROL TATIANA ROJAS TARAZONA- SOLEY DAYANI MERCHAN ESPINEL- ANGELA MARIA POBRE VINASCO- EIRA ALEJANDRA OROZCO CELIS- MARIA FERNANDA HALBLAUB MEZA- MELISSA MARTINEZ GUIO- ANGIE TERESA RONCANCIO AMAYA,FAMILIARES DE LOS ESTUDIANTES DE MEDICINA DE LA UNIVERSIDAD DE BOYACÁ,No,Si,EPIDEMIOLOGÍA,Si,0,7,1,14,202110
TUNJA,FCSA,MEDICINA,USO DE ANTIBIÓTICOS,"PAULA ANDREA ARIZA REYES, MARIA CAMILA ARIZA ROJAS, PAULA ALEJANDRA MARTINEZ CELIS Y LAURA CAMILA CESPEDES VILLAR",GRUPO FAMILIAR,No,Si,EPIDEMIOLOGÍA,Si,0,4,1,7,202110
TUNJA,FCSA,MEDICINA,INTERVENCIÓN A PADRES DE FAMILIA DE LOS ESTUDIANTES DE MEDICINA DE LA UNIVERSIDAD DE BOYACÁ,PAULA ANDREA GUERRERO PEÑA,PADRES DE FAMILIA,No,Si,EPIDEMIOLOGÍA,Si,0,6,1,8,202110
TUNJA,FCSA,MEDICINA,CONCIENTIZACIÓN SOBRE EL USO ADECUADO DE ANTIBIÓTICOS,DAVID SANTIAGO SÁNCHEZ DÍAZ - MARÍA CAMILA GIL FORERO,ENTORNO FAMILIAR,No,Si,EPIDEMIOLOGÍA,Si,0,2,1,6,202110
TUNJA,FCSA,MEDICINA,CONCIENTIZACIÓN DE LAS ENFERMEDADES TRANSMITIDAS POR ALIMENTOS EN EL ENTORNO FAMILIAR,"ÁNGELA MARÍA BARRETO GUÍO, NICOLÁS PERILLA RODRÍGUEZ, LIZ CÁRDENAS VALCÁRCEL, SANTIAGO CHINCHILLA PÉREZ, ALEJANDRO GÓMEZ PEÑA, VALENTINA POLANCO",ENTORNO FAMILIAR,No,Si,EPIDEMIOLOGÍA,Si,0,6,1,45,202110
TUNJA,FCSA,MEDICINA,HOGAR PARA NUESTROS AMIGOS PERRUNOS,LUISA FERNANDA LOPEZ BLANCO,AMBIENTAL,Si,No, ,Si,0,1,1,9,202110
TUNJA,FCSA,MEDICINA,PREVENCIÓN DE LAS INFECCIONES RESPIRATORIAS AGUDAS EN NÚCLEOS FAMILIARES DE ESTUDIANTES DE MEDICINA DE LA UNIVERSIDAD DE BOYACÁ,NICOLE TATIANA MÉNDEZ MARTÍNEZ,NÚCLEO FAMILIAR,No,Si,EPIDEMIOLOGÍA,Si,0,5,1,8,202110
TUNJA,FCSA,PENF,"APOYO AL SEÑOR ANTONIO ORTEGA POR SU ESCULTURA DE JESUS CRUCIFICADO EN EL ARQUE DE LAS MADRES, VALLEDUPAR",CAROLINA CASTRO,HABITANTE DE CALLE,No,Si,ÉTICA GENERAL,Si,0,1,1,5,202110
TUNJA,FCSA,PENF,CELEBRACIÓN DÍA MUNDIAL DEL LAVADO DE MANOS,MARÍA DEL ROSARIO CAMARGO ROSAS,COMUNIDAD EN GENERAL,Si,No, ,Si,0,7,2,250,202110
TUNJA,FCSA,MEDICINA,CONSECUENCIAS DE LA AUTOMEDICACIÓN EN EL NÚCLEO FAMILIAR,MARIA DEL MAR CONTRERAS VALENCIA KAREN JULIETH CAMPOS LUNA MICHAEL HENRY SUMALAVE PEÑA EDWIN STEVE ROJAS CASTILLO JUAN DIEGO RODRÍGUEZ MARIA PAULA PEREA,NÚCLEO FAMILIAR,No,Si,EPIDEMIOLOGÍA,Si,0,6,1,15,202110
TUNJA,FCSA,MEDICINA,"PREVENCIÓN DE DENGUE EN  POBLACIÓN ADULTA DE LA CIUDAD DE YOPAL, OCAÑA Y CAQUETÁ.","HEYMI ESQUIVEL FORERO, LEIDY CAROLINA ACOSTA PÁEZ, HEIDY LIZZET CABRERA MENESES Y EDINSON CABRERA MENESES","ENTORNO FAMILIAR - POBLACIÓN ADULTA: YOPAL, OCAÑA Y CAQUETÁ",No,Si,EPIDEMIOLOGÍA,Si,0,4,1,6,202110
TUNJA,FCSA,"PBLC 
PMED","SOCIALIZACIÓN DE MEDIDAS PREVENTIVAS EN EL ENTORNO FAMILIAR PARA COVID-19 EN NUESTROS RESPECTIVOS HOGARES EN CORRALES, DUITAMA, TUNJA, YOPA.","DANIELA RODRIGUEZ PINZON, ANA MARIA CEBALLOS DOSANTOS, MARIA FERNANDA ORTIZ RIOS, MISCHELLE DAYANA HERNANDEZ REYES, JOHN MARCO ANDRES MOSSO ARIAS",ENTORNO FAMILIAR,No,Si,EPIDEMIOLOGÍA,Si,0,4,1,8,202110
TUNJA,FCSA,MEDICINA,PREVENCIÓN DE EMBARAZO EN ESTUDIANTES UNIVERSITARIOS DE LA UNIVERSIDAD DE BOYACÁ DE 18 A 25 AÑOS EN LA CIUDAD DE TUNJA,ANGELA MARIA SANTANDER CHAVES,ESTUDIANTES UNIVERSITARIOS DE 18 A 25 AÑOS,No,Si,SALUD FAMILIAR Y COMINITARIA II,Si,0,9,1,9,202110
TUNJA,FCSA,PBLC,"CONCEPTOS BÁSICOS, MITOS Y REALIDADES  SOBRE EL USO DE ANTIBIÓTICOS",SEBASTIÁN ALEJANDRO SÁENZ ROJAS,"ESTUDIANTES DE DECIMO GRADO DE LA INSTITUCIÓN EDUCATIVA SILVINO RODRÍGUEZ SEDE ""JAIME ROOK""",No,Si,PRÁCTICA DE PROYECCIÓN SOCIAL,Si,0,3,1,10,202110
TUNJA,FCSA,PENF,"PROGRAMA EDUCATIVO ""VIVE SIN ALCOHOL"" EN JÓVENES DEL MUNICIPIO DE BELÉN BOYACÁ.",JENNY KATHERINE DÍAZ FERNÁNDEZ,JÓVENES,No,Si,CUIDADO DE ENFERMERÍA A COMUNIDADES,Si,0,7,1,7,202110
TUNJA,FCSA,MEDICINA,"INTEGRACIÓN DEL ENTORNO FAMILIAR PARA LA PREVENCIÓN DE EDA, EN LA CUIDAD DE TUNJA, BOYACÁ.",KARHENT TATHIANA PEÑA PEREIRA,ENTORNO FAMILIAR,No,Si,EPIDEMIOLOGÍA,Si,0,6,1,12,202110
TUNJA,FCSA,PBLC,PROTÉGETE DEL COVID-19,MARIA CAMILA SANDOVAL IZAQUITA,INSTITUCIÓN EDUCATIVA LIBERTADOR SIMÓN BOLÍVAR- JULIUS SIBER.,No,Si,PRÁCTICA DE PROYECCIÓN SOCIAL,Si,0,2,1,24,202110
TUNJA,FCSA,MEDICINA,SENSIBILIZACIÓN Y PREVENCIÓN CONTRA EL DENGUE EN FAMILIAS HUILENSES Y CASANAREÑAS.,ANNA-GABRIELLE NEIRA CHÉNÉ,FAMILIARES DE INTEGRANTES DEL GRUPO.,No,Si,EPIDEMIOLOGÍA,Si,0,7,1,9,202110
TUNJA,FCSA,TERAPIA RESPIRATORIA,"EDUCACIÓN EN RELACIÓN A INHALADORES DE DOSIS MEDIA A CUIDADORES/FAMILIARES DE PACIENTES HOSPITALIZADOS DEL HOSPITAL UNIVERSITARIO SAN RAFAEL DE TUNJA, BOYACÁ",LEIDY CAROLINA PIRACHICÁN SOTO,CUIDADORES DE PACIENTES HOSPITALIZADOS EN EL HUSRT,No,Si,PRÁCTICA CLÍNICA: URGENCIAS,Si,0,9,1,25,202110
TUNJA,FCSA,PBLC,MITOS Y REALIDADES SOBRE VIH/SIDA Y OTRAS ITS/ CONSECUENCIAS DE CONVIVIR CON EL VIH/SIDA,ASTRID JULIETH GONZÁLEZ ACUÑA,INSTITUCIÓN EDUCATIVA JOSÉ SANTOS GUTIÉRREZ- EL COCUY,No,Si,PRÁCTICA DE PROYECCIÓN SOCIAL,Si,0,3,1,15,202110
TUNJA,FCSA,PBLC,INTERVENCIÓN USO RACIONAL DE ANTIBIÓTICOS Y COVID-19 - CONCEPTOS BÁSICOS,BRENDA NATALIA USECHE AGUDELO, ESTUDIANTES DE LA INSTITUCIÓN EDUCATIVA SILVINO RODRÍGUEZ SEDE “JAIME ROOK” MODALIDAD PRIMERA INFANCIA,No,Si,PRÁCTICA DE PROYECCIÓN SOCIAL,Si,0,3,1,10,202110
TUNJA,FCSA,TERAPIA RESPIRATORIA,PREVENCIÓN DEL ACCIDENTE CEREBRO VASCULAR EN ADULTOS MAYORES DEL HOGAR GERIÁTRICO SANTA ROSA DE LIMA,LEIDY CAROLINA PIRACHICÁN SOTO,HOGAR GERIÁTRICO SANTA ROSA DE LIMA,No,Si,MÓDULO DE CUIDADO CRÍTICO CARDIOVASCULAR DEL ADULTO,Si,0,9,1,34,202110
TUNJA,FCSA,MEDICINA,"NO CAMBIAS EL MUNDO, PERO SI SU MUNDO",DAVID FELIPE BARCO QUINTERO,VENEZOLANOS DESPLAZADOS POR LA SITUACIÓN ACTUAL DE SU PAÍS,No,Si,ÉTICA GENERAL,Si,0,2,1,10,202110
TUNJA,FCSA,PBLC,APRENDIENDO SOBRE LOS ANTIBIÓTICOS,MARIA CAMILA SANDOVAL IZAQUITA,STITUCIÓN EDUCATIVA LIBERTADOR SIMÓN BOLÍVAR- JULIUS SIBER.,No,Si,PRÁCTICA DE PROYECCIÓN SOCIAL,Si,0,2,1,24,202110
SOGAMOSO,FCJS,PDCP,INTEGRACIÓN CON LOS PADRES DE FAMILIA,ELIANA FERNANDEZ GERALDINE SILGADO,MENORES DE EDAD,No,Si,SOCIOLOGÍA JURÍDICA,Si,0,1,1,20,202110
TUNJA,FCJS,PDCP,PROGRAMA DE ALIMENTACIÓN INTEGRAL A LOS CIUDADANOS MÁS VULNERABLES DE LOS MUNICIPIOS DE DUITAMA Y PAZ DE ARIPORO.,JUAN GUILLERMO CUTHA SOLANO,"LA MILAGROSA ( DUITAMA, BOYACÁ) Y VEREDA LA BARRANCA (PAZ DE ARIPORO)",Si,No, ,Si,0,5,1,50,202110
TUNJA,FCJS,PDCP,CAMPAÑA PILOTO CONTRA EL MALTRATO ANIMAL.,SULLET VANESA JIMENEZ MATAMOROS,CANINOS EN SITUACION DE CALLE,No,Si,SOCIOLOGÍA JURÍDICA,Si,0,4,1,54,202110
TUNJA,FCJS,PDCP,"CAPACITACIÓN DELITOS CONTRA LA LIBERTAD, INTEGRIDAD Y FORMACIÓN SESiUAL EN INSTITUCIONES EDUCATIVAS EL CUSIANA Y LOS NARANJOS",MARYAM YESSENIA GONZALEZ VILLAMIL,INSTITUCIONES EDUCATIVAS EL CUSIANA Y LOS NARANJOS,No,Si,DERECHO PENAL ESPECIAL,Si,0,3,1,100,202110
TUNJA,FCSA,MEDICINA,PROMOCIÓN DE LA SALUD MENTAL EN UNA INSTITUCIÓN HOSPITALARIA DE SEGUNDO NIVEL EN EL PERSONAL SANITARIO EN TIEMPOS DEL COVID-19  2021-10,MARIA DEL MAR CONTRERAS VALENCIA,20 FUNCIONARIOS DEL HOSPITAL JOSÉ DAVID PADILLA VILLAFAÑE,No,Si,SALUD FAMILIAR Y COMINITARIA II,Si,0,2,1,20,202110
TUNJA,FCSA,MEDICINA,LA BUENA NUTRICIÓN ES NUESTRA PRIORIDAD EN ESTUDIANTES DE 4 SEMESTRE DEL PROGRAMA DE MEDICINA,FIORELLA SHASBLEIDY GUALTEROS ACOSTA,"ESTUDIANTES DE LA UNIVERSIDAD DE BOYACÁ  DE 4 SEMESTRE DE MEDICINA EN LA CIUDAD DE TUNJA, PROVENIENTES DE LA ZONA URBANA",No,Si,SALUD FAMILIAR Y COMINITARIA II,Si,0,2,1,10,202110
TUNJA,FCSA,MEDICINA,PROMOCIÓN DE HÁBITOS DE HIGIENE PERSONAL EN UN GRUPO DE NIÑOS Y NIÑAS ESCOLARIZADOS,KEVIN ANDRÉS BARRERA BERNAL,NIÑOS Y NIÑAS DE GRADO QUINTO DE LA ESCUELA NORMAL SUPERIOR DE SABOYÁ,No,Si,SALUD FAMILIAR Y COMINITARIA II,Si,0,3,1,20,202110
TUNJA,FCSA,MEDICINA,"CONOCIMIENTOS, ACTITUDES Y PRÁCTICAS FRENTE AL VIH/SIDA DE JÓVENES ENTRE 13 Y 17 AÑOS EN OCAÑA, NORTE DE SANTANDER Y TUNJA, BOYACÁ 2021-10.",JOSÉ ANTONIO QUINTERO ARIAS,JÓVENES ENTRE 13 - 17 AÑOS PROVENIENTES DE ZONA URBANA DE TUNJA Y OCAÑA.,No,Si,SALUD FAMILIAR Y COMINITARIA II,Si,0,2,1,10,202110
TUNJA,FCSA,MEDICINA,PROMOCIÓN Y PREVENCIÓN DE INFECCIONES GASTROINTESTINALES EN UNA INSTITUCIÓN EDUCATIVA PÚBLICA DE LA CIUDAD DE TUNJA,DIANA ALEJANDRA HERNÁNDEZ GRANADOS,"ESCOLARES ENTRE 7-9 AÑOS DE TUNJA, BOYACÁ",No,Si,SALUD FAMILIAR Y COMINITARIA II,Si,0,2,1,31,202110
TUNJA,FCSA,MEDICINA,PROMOCIÓN Y MATENIMIENTO DE LOS HÁBITOS ALIMENTICIOS EN NIÑOS ESCOLARIZADOS DE UNA INSTITUCIÓN EDUCATIVA DE CARACTER PRIVADO EN TUNJA.,CLAUDIA FERNANDA RIAÑO PINEDA,ESTUDIANTES DE 12 A 13 AÑOS DEL  COLEGIO LOS ANGELES DE TUNJA,No,Si,SALUD FAMILIAR Y COMINITARIA II,Si,0,2,1,10,202110
TUNJA,FCSA,MEDICINA,PROMOCIÓN Y PREVENCIÓN DEL CONSUMO DE SUSTANCIAS PSICOACTIVAS EN ADOLESCENTES DE UNA INSTITUCIÓN EDUCATIVA DE OCAÑA NORTE DE SANTANDER,CORINA ISABELLA JÁCOME ARÉVALO,ESTUDIANTES DEL GRADO 9º2 DE UNA INSTITUCIÓN EDUCATIVA,No,Si,SALUD FAMILIAR Y COMINITARIA II,Si,0,2,1,42,202110
SOGAMOSO,FCJS,PDCP,FOMENTACIÓN A LA INCLUSIÓN DE LAS PERSONAS EN CONDICIÓN DE DISCAPACIDAD EN EL DEPORTE SOGAMOSEÑO,KAROL STEFANNY PINTO GÓMEZ,PERSONAS EN CONDICIÓN DE DISCAPACIDAD,No,Si,SOCIOLOGÍA JURÍDICA,Si,0,4,1,30,202110
TUNJA,FCJS,PDCP,JORNADA DE INTEGRACION COMUNITARIA ENTRE FAMILIAS MIGRANTES,DAVID ALFONSO SAMACÁ CANO,MIGRANTES VENEZOLANOS,No,Si,SOCIOLOGÍA JURÍDICA,Si,0,1,1,4,202110
TUNJA,FCSA,MEDICINA,"PROMOCIÓN DE HÁBITOS ALIMENTICIOS SALUDABLES EN ADOLESCENTES ESCOLARIZADOS DE 15-17 AÑOS  DE  LA VEREDA LA UNIÓN-YOPAL, CASANARE.",MYRIAM LORENA GUZMÁN RUIZ,ESTUDIANTES ESCOLARIZADOS DE LA INSTITUCIÓN EDUCATIVA MEGACOLEGIO DE YOPAL DE LOS 15 A 17 AÑOS DE EDAD.,No,Si,SALUD FAMILIAR Y COMINITARIA II,Si,0,2,1,18,202110
TUNJA,FCSA,MEDICINA,PREVENCIÓN DEL CONSUMO DE SUSTANCIAS  EN JÓVENES DE LA CIUDAD DE TUNJA-BOYACÁ,YILBER DANIEL GARZON CUADRADO,ADOLESCENTES DE 14 A 16 AÑOS DEL BARRIO LA GRANJA EN LA CIUDAD DE TUNJA,No,Si,SALUD FAMILIAR Y COMINITARIA II,Si,0,2,1,15,202110
TUNJA,FCSA,MEDICINA,APROVECHAMIENTO DEL TIEMPO Y EL USO ADECUADO DEL CELULAR DIRIGIDO A JÓVENES ENTRE 14 Y 18 AÑOS EN LOS MUNICIPIOS DE AGUAZUL CASANARE Y BELÉN DE LOS ANDAQUÍES CAQUETÁ 202110,DAYANA YISEL CALDERÓN CORREA,ADOLESCENTES ENTRE 14 Y 18 AÑOS DE EDAD,No,Si,SALUD FAMILIAR Y COMINITARIA II,Si,0,2,1,19,202110
TUNJA,FCSA,MEDICINA,"SENSIBILIZACIÓN A JÓVENES DE 15, 16 Y 17 DE AÑOS DE LA VEREDA CERRO BRAVO DEL MUNICIPIO AGUACHICA CESAR SOBRE LA IMPORTANCIA DE LA VACUNACIÓN EN SITUACIÓN DE PANDEMIA 2021-10.",AURA KARINA BERNAL SÁNCHEZ,ESTUDIANTES DEL GRADO DECIMO Y UNDÉCIMO DE LA INSTITUCIÓN EDUCATIVA VILLA DE SAN ANDRES DE  LA VEREDA CERRO BRAVO DEL MUNICIPIO DE AGUACHICA CESAR,No,Si,SALUD FAMILIAR Y COMINITARIA II,Si,0,2,1,16,202110
